t,deltaT,deltaTdot
77.69999999999773,8.660831879224595e-09,-5.182962939196308e-10
77.74999999999773,8.634955789660022e-09,-5.16748057446768e-10
77.79999999999772,8.609156996283446e-09,-5.152044441144518e-10
77.84999999999772,8.58343526828288e-09,-5.136654401278014e-10
77.89999999999772,8.557790375535055e-09,-5.12131031733038e-10
77.94999999999771,8.532222088603363e-09,-5.106012052173621e-10
77.99999999999771,8.506730178735817e-09,-5.090759469088324e-10
78.04999999999771,8.481314417863004e-09,-5.075552431762435e-10
78.0999999999977,8.455974578596061e-09,-5.060390804290058e-10
78.1499999999977,8.430710434224637e-09,-5.045274451170245e-10
78.1999999999977,8.40552175871488e-09,-5.030203237305788e-10
78.2499999999977,8.380408326707413e-09,-5.01517702800203e-10
78.2999999999977,8.35536991351533e-09,-5.000195688965658e-10
78.34999999999769,8.330406295122192e-09,-4.98525908630352e-10
78.39999999999769,8.305517248180026e-09,-4.970367086521427e-10
78.44999999999769,8.280702550007337e-09,-4.955519556522975e-10
78.49999999999768,8.255961978587119e-09,-4.94071636360836e-10
78.54999999999768,8.231295312564874e-09,-4.925957375473199e-10
78.59999999999768,8.206702331246645e-09,-4.911242460207358e-10
78.64999999999768,8.182182814597037e-09,-4.896571486293775e-10
78.69999999999767,8.157736543237261e-09,-4.8819443226073e-10
78.74999999999767,8.13336329844318e-09,-4.867360838413522e-10
78.79999999999767,8.109062862143353e-09,-4.852820903367614e-10
78.84999999999766,8.084835016917089e-09,-4.838324387513172e-10
78.89999999999766,8.060679545992513e-09,-4.823871161281062e-10
78.94999999999766,8.03659623324463e-09,-4.809461095488271e-10
