z,H_model,H_LCDM,DeltaH/H
0.2516757752229627,0.8217389267754275,0.8214448174458545,0.0003580390591390554
0.254636666696174,0.8237553854751226,0.8234556822339653,0.000363957948950315
0.25759755816938534,0.8257718441748179,0.825466547022076,0.0003698480015249995
0.26055844964259667,0.827788302874513,0.8274774118101867,0.00037570942709619365
0.263519341115808,0.8298047615742082,0.8294882765982975,0.00038154243385890964
0.2664802325890193,0.8318212202739035,0.8314991413864082,0.0003873472279937968
0.26944112406223064,0.8338376789735986,0.833510006174519,0.00039312401369183956
0.27240201553544197,0.8358541376732939,0.8355208709626297,0.00039887299317869866
0.2753629070086533,0.837870596372989,0.8375317357507405,0.00040459436673737683
0.2783237984818646,0.8398870550726842,0.8395426005388512,0.0004102883327325415
0.28128468995507594,0.8419035137723794,0.841553465326962,0.00041595508763238873
0.28424558142828726,0.8439199724720746,0.8435643301150727,0.00042159482603229954
0.2872064729014986,0.8459364311717698,0.8455751949031836,0.0004272077406759272
0.2901673643747099,0.847952889871465,0.8475860596912943,0.0004327940224787349
0.29312825584792124,0.8499693485711601,0.849596924479405,0.00043835386054780115
0.29608914732113256,0.8519858072708554,0.8516077892675158,0.00044388744220473476
0.2990500387943439,0.8540022659705506,0.8536186540556265,0.0004493949530056645
0.3020109302675552,0.8560566189735502,0.8556669541176843,0.0004553931339649437
0.30497182174076654,0.858157136531386,0.8577608595242461,0.0004619900788662114
0.30793271321397786,0.8602576540892218,0.8598547649308078,0.0004685548942052346
0.3108936046871892,0.8623581716470577,0.8619486703373697,0.00047508781413608663
0.3138544961604005,0.8644586892048935,0.8640425757439314,0.0004815890705430619
0.3168153876336119,0.8665592067627295,0.8661364811504932,0.00048805889306811136
0.3197762791068232,0.8686597243205653,0.868230386557055,0.0004944975091378826
0.32273717058003454,0.8707602418784011,0.8703242919636168,0.0005009051439902403
0.32569806205324586,0.872860759436237,0.8724181973701786,0.0005072820207011698
0.3286589535264572,0.8749612769940728,0.8745121027767403,0.0005136283602093892
0.3316198449996685,0.8770617945519086,0.8766060081833021,0.0005199443813430147
0.33458073647287984,0.8791623121097445,0.8786999135898639,0.0005262303008447087
0.33754162794609116,0.8812628296675803,0.8807938189964257,0.0005324863333952069
0.3405025194193025,0.8833633472254161,0.8828877244029875,0.0005387126916395313
0.3434634108925138,0.885463864783252,0.8849816298095492,0.000544909586209817
0.34642430236572513,0.8875643823410878,0.887075535216111,0.0005510772257490697
0.34938519383893646,0.8896648998989236,0.8891694406226728,0.0005572158169357106
0.3523460853121478,0.8917654174567595,0.8912633460292345,0.0005633255645055324
0.3553069767853591,0.8938659350145953,0.8933572514357964,0.000569406671274466
0.35826786825857043,0.8959664525724311,0.8954511568423581,0.0005754593381621431
0.36122875973178176,0.8981373101123303,0.8976144098045,0.0005825444668877331
0.3641896512049931,0.9003258989992219,0.8997951439421413,0.0005898621043399241
0.3671505426782044,0.9025144878861135,0.9019758780797825,0.0005971443576492004
0.37011143415141573,0.9047030767730051,0.9041566122174238,0.000604391482843973
0.37307232562462705,0.9068916656598967,0.906337346355065,0.0006116037334893961
0.3760332170978384,0.9090802545467883,0.9085180804927062,0.0006187813607157065
0.3789941085710497,0.9112688434336799,0.9106988146303475,0.0006259246132473774
0.38195500004426103,0.9134574323205714,0.9128795487679887,0.0006330337374329481
0.38491589151747235,0.9156460212074631,0.91506028290563,0.0006401089772721213
0.3878767829906837,0.9178346100943546,0.9172410170432712,0.0006471505744442909
0.390837674463895,0.9200231989812462,0.9194217511809124,0.0006541587683359375
0.3937985659371063,0.9222117878681378,0.9216024853185537,0.0006611337960677565
0.39675945741031765,0.9244003767550294,0.9237832194561949,0.0006680758925214025
0.399720348883529,0.9265889656419211,0.9259639535938362,0.0006749852903658541
0.4026812403567403,0.9287775545288126,0.9281446877314774,0.000681862220083409
0.4056421318299516,0.9309661434157042,0.9303254218691187,0.0006887069099951921
0.40860302330316295,0.9331547323025958,0.9325061560067599,0.0006955195862870223
0.4115639147763743,0.9353433211894874,0.9346868901444011,0.0007023004730331331
0.4145248062495856,0.9375319100763789,0.9368676242820424,0.0007090497922218151
0.4174856977227969,0.9397204989632706,0.9390483584196836,0.0007157677637796375
0.42044658919600825,0.9419090878501621,0.9412290925573249,0.0007224546055941515
0.42340748066921957,0.9441168614717586,0.9434286935972594,0.0007294328433823041
0.4263683721424309,0.9463980573037929,0.9457005004660374,0.0007376086164824556
0.4293292636156422,0.9486792531358271,0.9479723073348153,0.0007457452032532211
0.43229015508885354,0.9509604489678615,0.9502441142035932,0.0007538428847503154
0.43525104656206487,0.9532416447998958,0.952515921072371,0.0007619019393478825
0.4382119380352762,0.9555228406319302,0.954787727941149,0.000769922642770397
0.4411728295084875,0.9578040364639645,0.9570595348099269,0.0007779052681246932
0.4441337209816989,0.9600852322959988,0.9593313416787048,0.0007858500859304963
0.4470946124549102,0.9623664281280332,0.9616031485474827,0.000793757364151098
0.45005550392812155,0.9646476239600675,0.9638749554162607,0.0008016273682234838
0.45301639540133287,0.9669288197921019,0.9661467622850385,0.0008094603610881496
0.4559772868745442,0.9692100156241362,0.9684185691538164,0.000817256603217926
0.4589381783477555,0.9714912114561706,0.9706903760225943,0.0008250163526475403
0.46189906982096685,0.9737724072882049,0.9729621828913723,0.0008327398650016256
0.46485996129417817,0.9760536031202393,0.9752339897601502,0.000840427393522905
0.4678208527673895,0.9783347989522736,0.977505796628928,0.0008480791890999845
0.4707817442406008,0.9806159947843079,0.9797776034977059,0.0008556955002941918
0.47374263571381214,0.9828971906163423,0.9820494103664839,0.000863276573367174
0.47670352718702347,0.9851783864483766,0.9843212172352618,0.0008708226523069844
0.4796644186602348,0.987459582280411,0.9865930241040397,0.0008783339788543716
0.4826253101334461,0.9897407781124452,0.9888648309728175,0.0008858107925285947
0.48558620160665744,0.9920219739444796,0.9911366378415954,0.000893253330652882
0.48854709307986877,0.9943031697765139,0.9934084447103734,0.0009006618283795426
0.4915079845530801,0.9965843656085482,0.9956802515791513,0.0009080365187147316
0.4944688760262914,0.9988970067482129,0.9979828865188509,0.0009159678404412452
0.49742976749950274,1.0012760274940797,1.0003505981062917,0.000925105047710209
0.5003906589727141,1.0036550482399467,1.0027183096937324,0.0009341991037346749
0.5033515504459254,1.0060340689858136,1.0050860212811732,0.000943250313472614
0.5063124419191367,1.0084130897316805,1.007453732868614,0.0009522589790152661
0.509273333392348,1.0107921104775475,1.0098214444560547,0.0009612253996206378
0.5122342248655594,1.0131711312234144,1.0121891560434955,0.00097014987174664
0.5151951163387707,1.0155501519692813,1.014556867630936,0.00097903268908398
0.518156007811982,1.0179291727151483,1.0169245792183768,0.0009878741425875027
0.5211168992851933,1.0203081934610152,1.0192922908058175,0.0009966745205092732
0.5240777907584047,1.0226872142068821,1.0216600023932583,0.0010054341084290265
0.527038682231616,1.025066234952749,1.024027713980699,0.0010141531892852785
0.5299995737048273,1.027445255698616,1.0263954255681398,0.001022832043405789
0.5329604651780386,1.029824276444483,1.0287631371555805,0.0010314709485376068
0.53592135665125,1.0322032971903499,1.0311308487430213,0.0010400701798766983
0.5388822481244613,1.0345823179362168,1.033498560330462,0.0010486300100971697
0.5418431395976726,1.0369613386820837,1.0358662719179026,0.0010571507093803032
0.5448040310708839,1.0393403594279507,1.0382339835053433,0.0010656325454421254
0.5477649225440953,1.0417193801738176,1.040601695092784,0.0010740757835627352
0.5507258140173066,1.0440984009196845,1.0429694066802249,0.0010824806866131013
0.5536867054905179,1.0464774216655515,1.0453371182676656,0.0010908475150825576
0.5566475969637292,1.0488564424114184,1.0477048298551064,0.0010991765271057157
0.5596084884369406,1.0512354631572853,1.0500725414425471,0.0011074679784890116
0.5625693799101519,1.0536144839031523,1.052440253029988,0.0011157221227368944
0.5655302713833632,1.0559935046490192,1.0548079646174287,0.0011239392110776632
0.5684911628565745,1.0583725253948861,1.0571756762048692,0.0011321194924891651
0.5714520543297859,1.060751546140753,1.05954338779231,0.0011402632137231022
0.5744129458029972,1.0632023249786033,1.0619811718806014,0.0011498820603754213
0.5773738372762085,1.065685291466039,1.0644503875334816,0.0011601329164987377
0.5803347287494198,1.0681682579534746,1.0669196031863617,0.0011703363246713006
0.5832956202226312,1.0706512244409103,1.069388818839242,0.0011804926135646477
0.5862565116958425,1.0731341909283458,1.071858034492122,0.0011906021088217043
0.5892174031690538,1.0756171574157816,1.0743272501450023,0.0012006651330915862
0.5921782946422651,1.078100123903217,1.0767964657978826,0.0012106820060637199
0.5951391861154764,1.0805830903906528,1.0792656814507626,0.0012206530445027287
0.5981000775886878,1.0830660568780885,1.081734897103643,0.0012305785622797598
0.6010609690618991,1.085549023365524,1.084204112756523,0.0012404588704074833
0.6040218605351104,1.0880319898529598,1.0866733284094032,0.0012502942770715442
0.6069827520083217,1.0905149563403953,1.0891425440622835,0.0012600850876626102
0.6099436434815331,1.092997922827831,1.0916117597151636,0.0012698316048089997
0.6129045349547444,1.0954808893152668,1.0940809753680438,0.001279534128405822
0.6158654264279557,1.0979638558027023,1.096550191020924,0.0012891929556475758
0.618826317901167,1.100446822290138,1.0990194066738042,0.001298808381058485
0.6217872093743784,1.1029297887775735,1.1014886223266844,0.001308380696520413
0.6247481008475897,1.1054127552650093,1.1039578379795645,0.001317910191305432
0.627708992320801,1.1078957217524448,1.1064270536324448,0.0013273971521017309
0.6306698837940123,1.1103786882398805,1.108896269285325,0.0013368418630453893
0.6336307752672238,1.1128616547273162,1.1113654849382053,0.0013462446057465297
0.6365916667404351,1.115344621214752,1.1138347005910854,0.0013556056593185125
0.6395525582136464,1.1178275877021875,1.1163039162439656,0.0013649253004043558
0.6425134496868578,1.1203105541896232,1.1187731318968457,0.0013742038032061802
0.6454743411600691,1.1227935206770587,1.121242347549726,0.0013834414395091149
0.6484352326332804,1.1252764871644945,1.1237115632026062,0.001392638478710817
0.6513961241064917,1.12775945365193,1.1261807788554863,0.001401795187845476
0.654357015579703,1.1302424201393657,1.1286499945083666,0.0014109118316106507
0.6573179070529144,1.1327253866268014,1.1311192101612468,0.0014199886723925774
0.6602787985261257,1.135208353114237,1.1335884258141269,0.0014290259702913431
0.663239689999337,1.1377726061062592,1.1361366175564038,0.0014399575936334447
0.6662005814725483,1.1403668538722012,1.138713951527868,0.0014515518512050025
0.6691614729457597,1.142961101638143,1.1412912854993322,0.0014630937430492217
0.672122364418971,1.1455553494040849,1.1438686194707965,0.0014745836231338247
0.6750832558921823,1.1481495971700268,1.1464459534422609,0.0014860218422427295
0.6780441473653936,1.1507438449359686,1.1490232874137252,0.001497408748012529
0.681005038838605,1.1533380927019106,1.1516006213851895,0.0015087446849682896
0.6839659303118163,1.1559323404678523,1.1541779553566538,0.0015200299945569446
0.6869268217850276,1.1585265882337943,1.1567552893281179,0.0015312650151833142
0.6898877132582389,1.1611208359997363,1.1593326232995822,0.0015424500822418126
0.6928486047314503,1.163715083765678,1.1619099572710465,0.0015535855281515578
0.6958094962046616,1.16630933153162,1.1644872912425108,0.0015646716823891043
0.6987703876778729,1.1689035792975617,1.1670646252139751,0.0015757088715197955
0.7017312791510842,1.1714978270635037,1.1696419591854395,0.0015866974192313558
0.7046921706242956,1.1740920748294457,1.1722192931569038,0.0015976376463641992
0.7076530620975069,1.1766863225953874,1.1747966271283679,0.00160852987094342
0.7106139535707182,1.1792805703613294,1.1773739610998322,0.0016193744082094157
0.7135748450439295,1.1818748181272711,1.1799512950712965,0.0016301715706481142
0.7165357365171409,1.184469065893213,1.1825286290427608,0.0016409216680217408
0.7194966279903522,1.1870633136591549,1.185105963014225,0.0016516250073971238
0.7224575194635635,1.1896575614250968,1.1876832969856894,0.0016622818931764356
0.7254184109367748,1.1922518091910388,1.1902606309571535,0.001672892627124924
0.7283793024099862,1.1948460569569805,1.1928379649286178,0.0016834575083992122
0.7313401938831975,1.1974403047229225,1.1954152989000821,0.0016939768335770932
0.7343010853564088,1.2000345524888645,1.1979926328715464,0.0017044508966834156
0.7372619768296201,1.2026288002548062,1.2005699668430108,0.0017148799892182265
0.7402228683028315,1.2052230480207482,1.203147300814475,0.0017252644001843676
0.7431837597760428,1.20781729578669,1.2057246347859394,0.0017356044161128768
0.7461446512492541,1.210411543552632,1.2083019687574035,0.0017459003210910028
0.7491055427224654,1.2130057913185737,1.2108793027288678,0.0017561523967860129
0.7520664341956768,1.2156000390845156,1.213456636700332,0.001766360922473455
0.7550273256688881,1.2181942868504576,1.2160339706717964,0.0017765261750604948
0.7579882171420994,1.2207885346163994,1.2186113046432607,0.0017866484291116892
0.7609491086153107,1.2233827823823413,1.221188638614725,0.0017967279568742531
0.7639100000885221,1.2260579356557366,1.2238440610980084,0.0018089515062417454
0.7668708915617334,1.2287724676605054,1.226537491210526,0.0018221835581834404
0.7698317830349447,1.2314869996652744,1.2292309213230435,0.0018353576232874964
0.772792674508156,1.2342015316700434,1.2319243514355611,0.0018484740818936769
0.7757535659813674,1.2369160636748124,1.2346177815480788,0.0018615333110234844
0.7787144574545787,1.2396305956795814,1.2373112116605964,0.0018745356844153771
0.78167534892779,1.2423451276843505,1.240004641773114,0.0018874815725606054
0.7846362404010013,1.2450596596891192,1.2426980718856315,0.0019003713427384007
0.7875971318742127,1.2477741916938883,1.2453915019981492,0.0019132053590507092
0.790558023347424,1.2504887236986573,1.2480849321106668,0.001925983982456476
0.7935189148206353,1.2532032557034263,1.2507783622231845,0.001938707570805486
0.7964798062938466,1.2559177877081953,1.253471792335702,0.0019513764788719452
0.799440697767058,1.2586323197129643,1.2561652224482196,0.001963991058386745
0.8024015892402693,1.261346851717733,1.2588586525607373,0.001976551658070904
0.8053624807134806,1.264061383722502,1.261552082673255,0.001989058623667697
0.8083233721866919,1.266775915727271,1.2642455127857724,0.002001512297973672
0.8112842636599032,1.2694904477320401,1.26693894289829,0.002013913020869974
0.8142451551331146,1.2722049797368091,1.2696323730108077,0.002026261129354142
0.8172060466063259,1.2749195117415781,1.2723258031233253,0.002038556957569935
0.8201669380795372,1.277634043746347,1.275019233235843,0.0020508008368374728
0.8231278295527485,1.280348575751116,1.2777126633483604,0.002062993095683868
0.8260887210259599,1.283063107755885,1.280406093460878,0.0020751340598708645
0.8290496124991712,1.285777639760654,1.2830995235733957,0.002087224052425598
0.8320105039723825,1.288492171765423,1.2857929536859134,0.0020992633936683706
0.8349713954455938,1.291206703770192,1.288486383798431,0.002111252401241117
0.8379322869188052,1.2939212357749608,1.2911798139109485,0.0021231913901353368
0.8408931783920165,1.2966357677797298,1.2938732440234662,0.0021350806727196857
0.8438540698652278,1.2993502997844988,1.2965666741359838,0.002146920558767215
0.8468149613384391,1.3020648317892678,1.2992601042485015,0.002158711355482277
0.8497758528116505,1.3047793637940368,1.301953534361019,0.0021704533675272674
0.8527367442848618,1.3074938957988058,1.3046469644735366,0.0021821468970481786
0.8556976357580731,1.3102084278035746,1.3073403945860542,0.0021937922437013763
0.8586585272312844,1.3129229598083436,1.3100338246985719,0.0022053897046791907
0.8616194187044958,1.3156374918131126,1.3127272548110893,0.0022169395747345185
0.8645803101777071,1.3183520238178816,1.315420684923607,0.002228442146205795
0.8675412016509184,1.3210665558226506,1.3181141150361246,0.0022398977090425103
0.8705020931241297,1.3237810878274197,1.3208075451486423,0.00225130655082889
0.8734629845973411,1.3264956198321884,1.32350097526116,0.002262668956807965
0.8764238760705524,1.3292101518369575,1.3261944053736774,0.0022739852099061828
0.8793847675437637,1.3319877826504332,1.3289482056170743,0.002287205039678361
0.882345659016975,1.3348339483350866,1.3317675769738975,0.002302482365696794
0.8853065504901865,1.3376801140197403,1.334586948330721,0.0023176951437208987
0.8882674419633978,1.340526279704394,1.337406319687544,0.002332843781969565
0.8912283334366091,1.3433724453890474,1.3402256910443673,0.002347928685226178
0.8941892249098204,1.3462186110737009,1.3430450624011907,0.002362950254875507
0.8971501163830318,1.3490647767583546,1.345864433758014,0.002377908888939469
0.9001110078562431,1.351910942443008,1.348683805114837,0.0023928049821107943
0.9030718993294544,1.3547571081276615,1.3515031764716605,0.002407638925789232
0.9060327908026657,1.3576032738123152,1.3543225478284837,0.0024224111081158255
0.9089936822758771,1.3604494394969686,1.357141919185307,0.0024371219140052877
0.9119545737490884,1.3632956051816223,1.3599612905421303,0.002451771725181078
0.9149154652222997,1.3661417708662758,1.3627806618989535,0.002466360920207599
0.917876356695511,1.3689879365509292,1.365600033255777,0.002480889874522804
0.9208372481687224,1.3718341022355829,1.3684194046126001,0.0024953589604712195
0.9237981396419337,1.3746802679202363,1.3712387759694233,0.0025097685473341245
0.926759031115145,1.3775264336048898,1.3740581473262468,0.0025241190013624328
0.9297199225883563,1.3803725992895435,1.37687751868307,0.002538410685807719
0.9326808140615677,1.383218764974197,1.3796968900398932,0.0025526439609514146
0.935641705534779,1.3860649306588506,1.3825162613967166,0.0025668191841367004
0.9386025970079903,1.388911096343504,1.3853356327535398,0.0025809367097976025
0.9415634884812016,1.3917572620281575,1.388155004110363,0.0025949968894886963
0.944524379954413,1.3946034277128112,1.3909743754671864,0.0026090000719142872
0.9474852714276243,1.3974495933974647,1.3937937468240096,0.00262294660295724
0.9504461629008356,1.4002957590821181,1.3966131181808328,0.002636836825707456
0.9534070543740469,1.4031419247667718,1.3994324895376562,0.0026506710804900064
0.9563679458472583,1.4059880904514253,1.4022518608944794,0.00266444970489293
0.9593288373204696,1.4088342561360787,1.4050712322513026,0.002678173033794692
0.9622897287936809,1.4116804218207324,1.407890603608126,0.0026918413993913125
0.9652506202668922,1.4145265875053858,1.4107099749649492,0.0027054551312231737
0.9682115117401036,1.4173727531900395,1.4135293463217724,0.002719014556201661
0.9711724032133149,1.420218918874693,1.4163487176785958,0.002732519998634545
0.9741332946865262,1.4230650845593464,1.419168089035419,0.0027459717802534073
0.9770941861597375,1.4259112502440001,1.4219874603922422,0.002759370220237776
0.9800550776329489,1.4287574159286536,1.4248068317490656,0.0027727156352403736
0.9830159691061602,1.431603581613307,1.4276262031058888,0.00278600833941347
0.9859768605793715,1.4344497472979607,1.430445574462712,0.002799248644432123
0.9889377520525828,1.4372959129826142,1.4332649458195355,0.0028124368595185464
0.9918986435257942,1.4401420786672676,1.4360843171763586,0.002825573291467578
0.9948595349990055,1.4429882443519213,1.4389036885331818,0.002838658244669072
0.9978204264722168,1.4458344100365748,1.4417230598900053,0.0028516920211314116
1.0007813179454281,1.4486805757212284,1.4445424312468285,0.002864674920506292
1.0037422094186395,1.451526741405882,1.4473618026036519,0.002877607240109366
1.0067031008918508,1.4543729070905353,1.450181173960475,0.002890489274945254
1.009663992365062,1.457219072775189,1.4530005453172983,0.0029033213177284346
1.0126248838382734,1.4600652384598425,1.4558199166741215,0.002916103658905573
1.0155857753114848,1.4630157869066058,1.45873797634767,0.002932542120858776
1.018546666784696,1.4660083434978144,1.461695752474206,0.00295040265137835
1.0215075582579074,1.469000900089023,1.4646535286007423,0.0029681910454508287
1.0244684497311187,1.4719934566802315,1.4676113047272783,0.002985907739220869
1.02742934120433,1.47498601327144,1.4705690808538143,0.003003553165323777
1.0303902326775414,1.4779785698626486,1.4735268569803506,0.003021127752921186
1.0333511241507527,1.4809711264538572,1.4764846331068866,0.003038631927736298
1.036312015623964,1.483963683045066,1.4794424092334226,0.003056066112087504
1.0392729070971753,1.4869562396362745,1.4824001853599589,0.0030734307249222046
1.0422337985703867,1.489948796227483,1.485357961486495,0.0030907261818517166
1.045194690043598,1.4929413528186917,1.488315737613031,0.0031079528951829306
1.0481555815168093,1.4959339094099002,1.491273513739567,0.003125111273951825
1.0511164729900206,1.4989264660011088,1.4942312898661032,0.003142201723955544
1.054077364463232,1.5019190225923174,1.4971890659926392,0.003159224647784981
1.0570382559364433,1.504911579183526,1.5001468421191753,0.0031761804448554995
1.0599991474096546,1.5079041357747347,1.5031046182457115,0.003193069511438768
1.062960038882866,1.5108966923659433,1.5060623943722475,0.003209892240693482
1.0659209303560773,1.5138892489571518,1.5090201704987836,0.0032266490226958724
1.0688818218292886,1.5168818055483604,1.5119779466253198,0.003243340244469708
1.0718427133025,1.519874362139569,1.5149357227518558,0.003259966290016681
1.0748036047757112,1.5228669187307775,1.5178934988783919,0.0032765275403449723
1.0777644962489226,1.525859475321986,1.5208512750049281,0.0032930243734987995
1.080725387722134,1.5288520319131946,1.5238090511314641,0.003309457164587621
1.0836862791953452,1.5318445885044034,1.5267668272580002,0.003325826285813833
1.0866471706685565,1.534837145095612,1.5297246033845364,0.003342132106500732
1.0896080621417679,1.5378297016868205,1.5326823795110724,0.003358374993121598
1.0925689536149792,1.540822258278029,1.5356401556376085,0.0033745553093256944
1.0955298450881905,1.5438148148692377,1.5385979317641447,0.0033906734159659902
1.0984907365614018,1.5468073714604462,1.5415557078906807,0.00340672967112642
1.1014516280346132,1.5497999280516548,1.5445134840172168,0.0034227244301475333
1.1044125195078245,1.5527924846428633,1.5474712601437528,0.0034386580456532857
1.1073734109810358,1.555785041234072,1.550429036270289,0.0034545308675766667
1.1103343024542471,1.5587775978252807,1.553386812396825,0.003470343243186034
1.1132951939274585,1.5617701544164893,1.556344588523361,0.003486095517109005
1.1162560854006698,1.5647627110076978,1.5593023646498974,0.003501788031358784
1.119216976873881,1.5677552675989064,1.5622601407764334,0.0035174211253587717
1.1221778683470924,1.570747824190115,1.5652179169029694,0.003532995135966322
1.1251387598203038,1.5737403807813235,1.5681756930295057,0.0035485103974973687
1.128099651293515,1.576732937372532,1.5711334691560417,0.003563967241750771
