z,DL_model,DL_LCDM,DeltaDL/DL
0.24279310080332872,0.40869385838544336,0.4087548810412793,-0.00014928911840883982
0.24575399227654005,0.41418349898937,0.41424622123855276,-0.0001514129664121307
0.24871488374975137,0.4196838034134344,0.41974825247562747,-0.00015354218108815755
0.2516757752229627,0.42519452510125544,0.425260730293078,-0.00015568141402785276
0.254636666696174,0.4307155170139276,0.43078350877247495,-0.00015783277948852947
0.25759755816938534,0.43624675498414095,0.4363165636656181,-0.00015999548788768106
0.26055844964259667,0.4417882149578734,0.4418598708380427,-0.00016216878901759111
0.263519341115808,0.4473398729935979,0.44741340626822373,-0.00016435196977927275
0.2664802325890193,0.4529017052614959,0.452977146046785,-0.00016654435206605748
0.26944112406223064,0.4584736880426795,0.45855106637571785,-0.00016874529079152843
0.27240201553544197,0.46405579772841893,0.4641351435676047,-0.00017095417204542615
0.2753629070086533,0.46964801081937946,0.4697293540448526,-0.0001731704113713628
0.2783237984818646,0.4752503039248629,0.47533367433893076,-0.00017539345215507784
0.28128468995507594,0.48086265376205817,0.48094808108961795,-0.00017762276411674818
0.28424558142828726,0.48648503715529706,0.48657255104425445,-0.00017985784189752146
0.2872064729014986,0.49211743103531863,0.4922070610570031,-0.0001820982037356725
0.2901673643747099,0.49775981243853784,0.4978515880881146,-0.00018434339022435446
0.29312825584792124,0.503412158506324,0.5035061092032019,-0.00018659296314512438
0.29608914732113256,0.5090744464842822,0.5091706015725194,-0.0001888465043742936
0.2990500387943439,0.514746653721545,0.5148450424702502,-0.00019110361485289728
0.3020109302675552,0.5204286579929893,0.5205293107144955,-0.00019336609761323102
0.30497182174076654,0.5261202161023605,0.5262231655065202,-0.00019563829741431904
0.30793271321397786,0.531821185198017,0.5319264652632613,-0.00019792221692172164
0.3108936046871892,0.5375315442615591,0.5376391888688564,-0.000200217189382642
0.3138544961604005,0.5432512723674506,0.5433613153009011,-0.00020252257632580393
0.3168153876336119,0.5489803486824122,0.5490928236298376,-0.00020483776619381331
0.3197762791068232,0.5547187524648175,0.5548336930183452,-0.00020716217305115163
0.32273717058003454,0.5604664630640979,0.5605839027207387,-0.00020949523536229362
0.32569806205324586,0.5662234599201484,0.5663434320823706,-0.0002118364148428921
0.3286589535264572,0.5719897225627419,0.5721122605390386,-0.00021418519536923434
0.3316198449996685,0.5777652306109465,0.5778903676163987,-0.0002165410819499964
0.33458073647287984,0.5835499637725483,0.5836777329293819,-0.00021890359975237315
0.33754162794609116,0.5893439018434797,0.5894743361816178,-0.00022127229318071398
0.3405025194193025,0.5951470247072513,0.595280157164862,-0.00022364672500554473
0.3434634108925138,0.6009593123343899,0.6010951757584284,-0.00022602647553619098
0.34642430236572513,0.6067807447818804,0.6069193719286262,-0.00022841114183803405
0.34938519383893646,0.6126113021926127,0.6127527257282023,-0.00023080033698989627
0.3523460853121478,0.6184509647948335,0.618595217295788,-0.00023319368938078222
0.3553069767853591,0.6242997129016017,0.6244468268553501,-0.00023559084204062067
0.35826786825857043,0.6301575269102498,0.6303075347156473,-0.00023799145200619647
0.36122875973178176,0.63602421156032,0.6361771478059566,-0.00024039883570804146
0.3641896512049931,0.6418995276356095,0.6420554296659271,-0.00024281708885895716
0.3671505426782044,0.6477834126929108,0.647942318312906,-0.0002452465528242742
0.37011143415141573,0.6536758487792106,0.6538377956789201,-0.0002476866598715635
0.37307232562462705,0.6595768180147137,0.6597418437699618,-0.0002501368630874172
0.3760332170978384,0.665486302592411,0.6656544446655516,-0.0002525966355186165
0.3789941085710497,0.6714042847776514,0.6715755805183012,-0.00025506546935147604
0.38195500004426103,0.6773307469077163,0.6775052335534822,-0.00025754287513137045
0.38491589151747235,0.683265671391398,0.6834433860685962,-0.0002600283810199093
0.3878767829906837,0.6892090407085807,0.6893900204329492,-0.0002625215320854531
0.390837674463895,0.6951608374098246,0.6953451190872287,-0.00026502188962805335
0.3937985659371063,0.7011210441159532,0.701308664543085,-0.0002675290305361725
0.39675945741031765,0.7070896435176439,0.7072806393827138,-0.00027004254667082326
0.399720348883529,0.7130666183750213,0.7132610262584432,-0.0002725620442795825
0.4026812403567403,0.7190519515172532,0.7192498078923238,-0.0002750871434368986
0.4056421318299516,0.7250456258421504,0.7252469670757216,-0.00027761747750978504
0.40860302330316295,0.731047624315769,0.7312524866689131,-0.0002801526926456146
0.4115639147763743,0.7370579299720152,0.7372663496006853,-0.0002826924472857108
0.4145248062495856,0.7430765259122538,0.7432885388679367,-0.00028523641169787915
0.4174856977227969,0.7491033953049191,0.7493190375352825,-0.0002877842675300468
0.42044658919600825,0.7551385213851287,0.7553578287346624,-0.0002903357073839486
0.42340748066921957,0.761181842098289,0.761404850995269,-0.00029289135298850424
0.4263683721424309,0.7672331223839743,0.7674598724561806,-0.00029545528091338866
0.4293292636156422,0.773292173038864,0.7735227064149776,-0.0002980305221833863
0.43229015508885354,0.7793589789599046,0.7795933376342336,-0.00030061656894113565
0.43525104656206487,0.7854335250993595,0.7856717509327562,-0.00030321292971765575
0.4382119380352762,0.7915157964645346,0.7917579311853024,-0.00030581912884060424
0.4411728295084875,0.797605778117506,0.7978518633222965,-0.00030843470586859736
0.4441337209816989,0.8037034551748479,0.8039535323295505,-0.00031105921504937125
0.4470946124549102,0.8098088128073626,0.8100629232479833,-0.00031369222479887
0.45005550392812155,0.8159218362398126,0.8161800211733453,-0.0003163333172031362
0.45301639540133287,0.8220425107506528,0.822304811255941,-0.00031898208753949837
0.4559772868745442,0.8281708216717648,0.8284372787003556,-0.00032163814381790476
0.4589381783477555,0.8343067543881934,0.8345774087651816,-0.0003243011063392049
0.46189906982096685,0.8404502943378823,0.840725186762748,-0.00032697060727317505
0.46485996129417817,0.8466014270114142,0.8468805980588502,-0.00032964629025144143
0.4678208527673895,0.8527601379517499,0.8530436280724822,-0.0003323278099772384
0.4707817442406008,0.8589264127539697,0.8592142622755695,-0.00033501483185046364
0.47374263571381214,0.8651002370650167,0.865392486192704,-0.0003377070316072167
0.47670352718702347,0.8712815965834402,0.8715782854008807,-0.00034040409497355955
0.4796644186602348,0.8774704770591422,0.877771645529235,-0.00034310571733185604
0.4826253101334461,0.8836668642931236,0.8839725522587825,-0.0003458116034007752
0.48558620160665744,0.8898707441372329,0.8901809913221589,-0.00034852146692685934
0.48854709307986877,0.8960821024939164,0.8963969485033635,-0.0003512350303877771
0.4915079845530801,0.9023009253159684,0.9026204096375023,-0.0003539520247079876
0.4944688760262914,0.908527128878243,0.9088512921259294,-0.0003566735840008512
0.49742976749950274,0.9147604828038467,0.9150893693304639,-0.00035940372343944534
0.5003906589727141,0.9210008270699447,0.9213344837070843,-0.00036214495716808184
0.5033515504459254,0.9272481492816086,0.9275866227064723,-0.00036489683720979327
0.5063124419191367,0.9335024370828345,0.9338457738193162,-0.00036765892838758066
0.509273333392348,0.9397636781564055,0.9401119245761632,-0.0003704308079218624
0.5122342248655594,0.9460318602237565,0.9463850625472721,-0.0003732120650392261
0.5151951163387707,0.9523069710448371,0.9526651753424658,-0.0003760023005983237
0.518156007811982,0.958588998417975,0.9589522506109841,-0.0003788011267273249
0.5211168992851933,0.9648779301797402,0.9652462760413374,-0.000381608166475226
0.5240777907584047,0.9711737542048086,0.9715472393611586,-0.00038442305347461656
0.527038682231616,0.9774764584058249,0.9778551283370577,-0.0003872454316180537
0.5299995737048273,0.9837860307332671,0.9841699307744745,-0.0003900749547441064
0.5329604651780386,0.9901024591753101,0.9904916345175325,-0.00039291128633504093
0.53592135665125,0.99642573175769,0.9968202274488938,-0.0003957540992254605
0.5388822481244613,1.0027558365435674,1.0031556974896119,-0.0003986030753203546
0.5418431395976726,1.0090927616333918,1.0094980325989868,-0.0004014579053231809
0.5448040310708839,1.0154364951647663,1.015847220774421,-0.00040431828847402145
0.5477649225440953,1.0217870253123118,1.0222032500512717,-0.0004071839322942686
0.5507258140173066,1.0281443402875312,1.028566108502709,-0.00041005455234342596
0.5536867054905179,1.0345084283386743,1.0349357842395686,-0.00041292987198067666
0.5566475969637292,1.040879277750603,1.0413122654102105,-0.00041580962213755404
0.5596084884369406,1.0472568768446564,1.0476955402003727,-0.0004186935410953461
0.5625693799101519,1.053641213978515,1.054085596833029,-0.00042158137427275024
0.5655302713833632,1.0600322775460673,1.060482423568245,-0.0004244728740181483
0.5684911628565745,1.0664300559772757,1.066886008703036,-0.00042736779940966564
0.5714520543297859,1.0728345377380408,1.0732963405712233,-0.0004302659160625156
0.5744129458029972,1.0792455633580822,1.0797132627148747,-0.00043316996552998746
0.5773738372762085,1.0856629074452193,1.086136554149762,-0.00043608393689827227
0.5803347287494198,1.0920864935144625,1.0925661396294284,-0.0004390087680445182
0.5832956202226312,1.0985163116586656,1.0990020090714419,-0.0004419440626743126
0.5862565116958425,1.104952351995336,1.1054441524192715,-0.0004448894345854444
0.5892174031690538,1.1113946046666114,1.1118925596422509,-0.00044784450738625435
0.5921782946422651,1.1178430598392346,1.118347220735539,-0.0004508089142232162
0.5951391861154764,1.1242977077045286,1.1248081257200826,-0.0004537822975160308
0.5981000775886878,1.1307585384783685,1.131275264642578,-0.00045676430870507086
0.6010609690618991,1.1372255424011541,1.1377486275754287,-0.00045975460800096174
0.6040218605351104,1.1436987097377806,1.1442282046167056,-0.00046275286414769213
0.6069827520083217,1.1501780307776088,1.150713985890105,-0.0004657587541891061
0.6099436434815331,1.156663495834434,1.1572059615449053,-0.00046877196324423713
0.6129045349547444,1.1631550952464536,1.1637041217559234,-0.00047179218428945003
0.6158654264279557,1.1696528193762346,1.1702084567234707,-0.0004748191179475328
0.618826317901167,1.1761566586106798,1.176718956673308,-0.0004778524722827412
0.6217872093743784,1.1826666033609932,1.1832356118565988,-0.000480891962601405
0.6247481008475897,1.1891826440626436,1.1897584125498641,-0.00048393731126182484
0.627708992320801,1.1957047711753297,1.1962873490549335,-0.00048698824748422153
0.6306698837940123,1.202232975182941,1.2028224116988986,-0.0004900445071729394
0.6336307752672238,1.2087672465935224,1.209363590834064,-0.0004931058327383469
0.6365916667404351,1.2153075759392322,1.215910876837897,-0.000496171972927596
0.6395525582136464,1.2218539537763056,1.2224642601129803,-0.0004992426826599318
0.6425134496868578,1.2284063706850121,1.229023731086958,-0.0005023177228644186
0.6454743411600691,1.234964817269617,1.2355892802124884,-0.0005053968603255751
0.6484352326332804,1.2415292841583374,1.242160897967189,-0.0005084798675318275
0.6513961241064917,1.2480997620033016,1.2487385748535869,-0.0005115665225286403
0.654357015579703,1.2546762414805048,1.2553223013990642,-0.000514656608776355
0.6573179070529144,1.2612587132897672,1.261912068155807,-0.0005177499150115191
0.6602787985261257,1.2678471681546877,1.2685078657007491,-0.0005208462351129995
0.663239689999337,1.2744414421954111,1.275109533970639,-0.0005239485373053122
0.6662005814725483,1.281041314927733,1.2817168577426097,-0.0005270608799406494
0.6691614729457597,1.2876467214455973,1.2883297733784551,-0.0005301840778441206
0.672122364418971,1.2942576540666186,1.294948272997892,-0.0005333177746741917
0.6750832558921823,1.300874105121165,1.3015723487348039,-0.000536461622219951
0.6780441473653936,1.3074960669524163,1.308201992737285,-0.0005396152801996891
0.681005038838605,1.3141235319164293,1.3148371971676909,-0.0005427784160646758
0.6839659303118163,1.320756492382193,1.3214779542026796,-0.0005459507048089868
0.6869268217850276,1.3273949407316892,1.3281242560332573,-0.0005491318287841773
0.6898877132582389,1.3340388693599434,1.334776094864818,-0.00055232147752032
0.6928486047314503,1.3406882706750827,1.3414334629171847,-0.000555519347550387
0.6958094962046616,1.3473431370983842,1.348096352424646,-0.0005587251422401855
0.6987703876778729,1.3540034610643268,1.3547647556359959,-0.0005619385716243248
0.7017312791510842,1.360669235020639,1.3614386648145649,-0.0005651593522434612
0.7046921706242956,1.3673404514283467,1.3681180722382578,-0.0005683872069892802
0.7076530620975069,1.3740171027618153,1.3748029701995828,-0.0005716218649522871
0.7106139535707182,1.3806991815087981,1.3814933510056857,-0.0005748630612731261
0.7135748450439295,1.3873866801704735,1.3881892069783761,-0.0005781105369990856
0.7165357365171409,1.3940795912614892,1.394890530454159,-0.0005813640389441911
0.7194966279903522,1.4007779073099982,1.401597313784258,-0.0005846233195519933
0.7224575194635635,1.4074816208576995,1.4083095493346447,-0.0005878881367639617
0.7254184109367748,1.4141907244598717,1.41502722948606,-0.0005911582538889241
0.7283793024099862,1.4209052106854092,1.4217503466340395,-0.0005944334394791443
0.7313401938831975,1.4276250721168546,1.428478893188933,-0.0005977134672058415
0.7343010853564088,1.4343503013504324,1.4352128615759279,-0.000600998115741757
0.7372619768296201,1.441080890996077,1.4419522442350654,-0.0006042871686437774
0.7402228683028315,1.4478168336774657,1.4486970336212623,-0.0006075804142405222
0.7431837597760428,1.4545581220320434,1.4554472222043253,-0.0006108776455221574
0.7461446512492541,1.461304748711052,1.4622028024689688,-0.0006141786600329736
0.7491055427224654,1.468056706379554,1.4689637669148288,-0.0006174832597674112
0.7520664341956768,1.47481398771646,1.475730108056478,-0.0006207912510671677
0.7550273256688881,1.4815765854145488,1.4825018184234373,-0.0006241024445234121
0.7579882171420994,1.4883444921804916,1.489278890560189,-0.0006274166548791752
0.7609491086153107,1.4951177007348717,1.4960613170261867,-0.0006307337009359298
0.7639100000885221,1.5018960632548193,1.50284895424149,-0.0006340563926809712
0.7668708915617334,1.5086793639711487,1.5096415928019327,-0.0006373889242135186
0.7698317830349447,1.5154675285592243,1.516439160309295,-0.000640732431278404
0.772792674508156,1.5222605512922083,1.5232416508144493,-0.0006440865910648108
0.7757535659813674,1.5290584264465334,1.5300490583731177,-0.0006474510873772535
0.7787144574545787,1.535861148302024,1.5368613770459754,-0.0006508256104880472
0.78167534892779,1.5426687111420168,1.5436786008987582,-0.0006542098569957872
0.7846362404010013,1.5494811092534782,1.5505007240023616,-0.0006576035296852298
0.7875971318742127,1.5562983369271213,1.5573277404329442,-0.0006610063373922464
0.790558023347424,1.5631203884575176,1.5641596442720227,-0.0006644179948708675
0.7935189148206353,1.5699472581432097,1.5709964296065713,-0.0006678382226650467
0.7964798062938466,1.5767789402868182,1.5778380905291127,-0.0006712667469824808
0.799440697767058,1.583615429195152,1.5846846211378138,-0.000674703299571409
0.8024015892402693,1.5904567191793095,1.5915360155365728,-0.0006781476176015727
0.8053624807134806,1.5973028045547848,1.598392267835111,-0.0006815994435469877
0.8083233721866919,1.6041536796415652,1.6052533721490563,-0.0006850585250718775
0.8112842636599032,1.6110093387642344,1.6121193226000314,-0.0006885246149192565
0.8142451551331146,1.6178697762520642,1.6189901133157343,-0.0006919974708033369
0.8172060466063259,1.6247349864391145,1.6258657384300224,-0.0006954768553027781
0.8201669380795372,1.6316049636643226,1.6327461920829884,-0.0006989625357569431
0.8231278295527485,1.6384797022715978,1.6396314684210438,-0.0007024542841661573
0.8260887210259599,1.6453591966099077,1.6465215615969895,-0.0007059518770919579
0.8290496124991712,1.6522434410333686,1.6534164657700958,-0.0007094550955622989
0.8320105039723825,1.6591324299013304,1.660316175106171,-0.0007129637249754326
0.8349713954455938,1.6660261575784605,1.667220683777638,-0.0007164775550114269
0.8379322869188052,1.6729246184348268,1.6741299859635994,-0.0007199963795397055
0.8408931783920165,1.679827806845979,1.6810440758499101,-0.0007235199965331589
0.8438540698652278,1.6867357171930268,1.6879629476292413,-0.000727048207982336
0.8468149613384391,1.6936483438627197,1.6948865955011494,-0.0007305808198120721
0.8497758528116505,1.7005656812475194,1.7018150136721364,-0.0007341176418001038
0.8527367442848618,1.7074877237456785,1.7087481963557174,-0.0007376584874981327
0.8556976357580731,1.71441446576131,1.7156861377724764,-0.0007412031741524352
0.8586585272312844,1.7213459017044621,1.722628832150132,-0.000744751522629826
0.8616194187044958,1.7282820259911842,1.7295762737235911,-0.0007483033573422947
0.8645803101777071,1.7352228330435995,1.736528456735011,-0.0007518585061752036
0.8675412016509184,1.742168317289969,1.7434853754338504,-0.0007554168004155252
0.8705020931241297,1.749118473164759,1.7504470240769292,-0.0007589780746839178
0.8734629845973411,1.756073295108705,1.757413396928478,-0.0007625421668658719
0.8764238760705524,1.7630327775688743,1.7643844882601936,-0.0007661089180466051
0.8793847675437637,1.7699968160410606,1.771360197239589,-0.0007696803849679676
0.882345659016975,1.7769651990245436,1.7783403201896837,-0.0007732609723392947
0.8853065504901865,1.7839378147120724,1.785324749243384,-0.0007768528005335366
0.8882674419633978,1.790914659055532,1.7923134801035512,-0.0007804555751811461
0.8912283334366091,1.797895728002991,1.799306508470971,-0.0007840690073303838
0.8941892249098204,1.8048810174988565,1.8063038300444927,-0.0007876928133408742
0.8971501163830318,1.8118705234840298,1.813305440521167,-0.0007913267147783221
0.9001110078562431,1.8188642418960592,1.8203113355963825,-0.0007949704383119428
0.9030718993294544,1.8258621686692902,1.8273215109639995,-0.0007986237156150314
0.9060327908026657,1.832864299735014,1.834335962316481,-0.0008022862832654412
0.9089936822758771,1.8398706310216115,1.8413546853450218,-0.0008059578826510453
0.9119545737490884,1.8468811584546987,1.8483776757396768,-0.000809638259875248
0.9149154652222997,1.853895877957266,1.855404929189486,-0.0008133271656657814
0.917876356695511,1.8609147854498185,1.8624364413825971,-0.0008170243552843217
0.9208372481687224,1.8679378768505113,1.8694722080063872,-0.0008207295884394
0.9237981396419337,1.8749651480752854,1.8765122247475827,-0.0008244426292002806
0.926759031115145,1.8819965950379993,1.8835564872923753,-0.0008281632459127268
0.9297199225883563,1.8890322136505602,1.8906049913265397,-0.0008318912111175497
0.9326808140615677,1.8960719998230513,1.8976577325355448,-0.0008356263014694157
0.935641705534779,1.9031159494638588,1.9047147066046672,-0.000839368297658822
0.9386025970079903,1.9101640584797963,1.911775909219101,-0.0008431169843347262
0.9415634884812016,1.917216322776227,1.918841336064065,-0.0008468721500294351
0.944524379954413,1.9242727382571843,1.9259109828249108,-0.0008506335870848918
0.9474852714276243,1.9313333008254903,1.9329848451872262,-0.0008544010915802152
0.9504461629008356,1.9383980063828727,1.940062918836939,-0.0008581744632613778
0.9534070543740469,1.9454668508300792,1.9471451994604176,-0.000861953505472288
0.9563679458472583,1.9525398300669912,1.954231682744572,-0.0008657380250865617
0.9593288373204696,1.959616939992735,1.9613223643769508,-0.0008695278324415555
0.9622897287936809,1.966698176505791,1.9684172400458384,-0.0008733227412738166
0.9652506202668922,1.973783535504102,1.9755163054403493,-0.0008771225686547947
0.9682115117401036,1.9808730128851788,1.9826195562505218,-0.0008809271349294993
0.9711724032133149,1.9879666045462048,1.9897269881674104,-0.0008847362636554641
0.9741332946865262,1.9950643063841396,1.9968385968831752,-0.0008885497815422398
0.9770941861597375,2.0021661142958185,2.0039543780911706,-0.0008923675183940599
0.9800550776329489,2.0092720241780535,2.011074327486035,-0.0008961893070528464
0.9830159691061602,2.0163820319277304,2.018198440763773,-0.0009000149833408892
0.9859768605793715,2.023496133441906,2.025326713621844,-0.0009038443860073742
0.9889377520525828,2.0306143246179036,2.0324591417592424,-0.0009076773566734277
0.9918986435257942,2.0377366013534033,2.039595720876579,-0.0009115137397801768
0.9948595349990055,2.044862959546537,2.046736446676166,-0.000915353382538017
0.9978204264722168,2.0519933950959786,2.0538813148620902,-0.0009191961348742568
1.0007813179454281,2.0591279039010306,2.061030321140295,-0.0009230418493852046
1.0037422094186395,2.066266481861715,2.0681834612186543,-0.0009268903812863736
1.0067031008918508,2.0734091248788564,2.075340730807049,-0.000930741588366196
1.009663992365062,2.080555828854168,2.0825021256174407,-0.0009345953309391176
1.0126248838382734,2.087706589690337,2.089667641363946,-0.0009384514717991478
1.0155857753114848,2.094861257760099,2.0968371353634665,-0.0009423133394788402
1.018546666784696,2.102019625321428,2.1040104096571013,-0.0009461855923031781
1.0215075582579074,2.1091816310168445,2.111187405486631,-0.0009500693612390253
1.0244684497311187,2.1163472721962,2.118368119924065,-0.0009539643789284312
1.02742934120433,2.1235165462007997,2.125552550034758,-0.0009578703824213225
1.0303902326775414,2.1306894503635743,2.1327406928775647,-0.0009617871130985292
1.0333511241507527,2.137865982009247,2.139932545504991,-0.0009657143165960356
1.036312015623964,2.1450461384544974,2.147128104963337,-0.0009696517427287731
1.0392729070971753,2.1522299170081234,2.1543273682928437,-0.0009735991454178858
1.0422337985703867,2.159417314971203,2.161530332527835,-0.0009775562826181017
1.045194690043598,2.1666083296372514,2.168736994696862,-0.000981522916248488
1.0481555815168093,2.1738029582923786,2.1759473518228387,-0.0009854988121214133
1.0511164729900206,2.18100119821544,2.1831614009231797,-0.000989483739876674
1.054077364463232,2.1882030466781903,2.190379139009936,-0.0009934774729133727
1.0570382559364433,2.195408500945433,2.19760056308993,-0.0009974797883262685
1.0599991474096546,2.2026175582751697,2.204825670164883,-0.0010014904668396542
1.062960038882866,2.209830215918741,2.2120544572315497,-0.0010055092927470477
1.0659209303560773,2.2170464711209723,2.219286921281841,-0.0010095360538485653
1.0688818218292886,2.224266321120319,2.226523059302954,-0.001013570541390018
1.0718427133025,2.2314897631490016,2.233762868277496,-0.0010176125500050896
1.0748036047757112,2.2387167944331443,2.2410063451836053,-0.001021661877656762
1.0777644962489226,2.2459474121929124,2.248253486995072,-0.0010257183255797844
1.080725387722134,2.253181613642646,2.255504290681459,-0.0010297816982255414
1.0836862791953452,2.2604193959909917,2.262758753208221,-0.0010338518032080954
1.0866471706685565,2.267660756441033,2.270016871536816,-0.0010379284512488332
1.0896080621417679,2.2749056921904196,2.277278642624821,-0.0010420114561238447
1.0925689536149792,2.282154200431493,2.284544063426049,-0.0010461006346151377
