t,A,cs2,m_eff2,no_ghost,grad_stable,tachyon_free
159.60000000000204,1.0000006362419918,1.0,0.07999989820136229,1,1,1
159.65000000000205,1.000000634340734,1.0,0.07999989850556305,1,1,1
159.70000000000206,1.0000006324451578,1.0,0.07999989880885476,1,1,1
159.75000000000207,1.000000630555246,1.0,0.07999989911124016,1,1,1
159.8000000000021,1.0000006286709817,1.0,0.07999989941272197,1,1,1
159.8500000000021,1.0000006267923482,1.0,0.07999989971330286,1,1,1
159.9000000000021,1.0000006249193285,1.0,0.07999990001298554,1,1,1
159.95000000000212,1.0000006230519058,1.0,0.0799999003117727,1,1,1
160.00000000000213,1.0000006211900636,1.0,0.07999990060966701,1,1,1
160.05000000000214,1.000000619333785,1.0,0.07999990090667113,1,1,1
160.10000000000215,1.0000006174830534,1.0,0.07999990120278772,1,1,1
160.15000000000217,1.0000006156378523,1.0,0.07999990149801944,1,1,1
160.20000000000218,1.000000613798165,1.0,0.07999990179236895,1,1,1
160.2500000000022,1.0000006119639753,1.0,0.07999990208583885,1,1,1
160.3000000000022,1.0000006101352668,1.0,0.07999990237843178,1,1,1
160.3500000000022,1.0000006083120228,1.0,0.07999990267015039,1,1,1
160.40000000000222,1.000000606494227,1.0,0.07999990296099724,1,1,1
160.45000000000223,1.0000006046818632,1.0,0.079999903250975,1,1,1
160.50000000000225,1.0000006028749155,1.0,0.07999990354008621,1,1,1
160.55000000000226,1.0000006010733673,1.0,0.07999990382833348,1,1,1
160.60000000000227,1.0000005992772028,1.0,0.07999990411571939,1,1,1
160.65000000000228,1.0000005974864055,1.0,0.07999990440224652,1,1,1
160.7000000000023,1.0000005957009594,1.0,0.07999990468791746,1,1,1
160.7500000000023,1.000000593920849,1.0,0.07999990497273472,1,1,1
160.8000000000023,1.000000592146058,1.0,0.07999990525670085,1,1,1
160.85000000000232,1.0000005903765703,1.0,0.07999990553981846,1,1,1
160.90000000000234,1.0000005886123704,1.0,0.07999990582209003,1,1,1
160.95000000000235,1.0000005868534425,1.0,0.07999990610351808,1,1,1
161.00000000000236,1.0000005850997706,1.0,0.07999990638410516,1,1,1
161.05000000000237,1.0000005833513392,1.0,0.07999990666385379,1,1,1
161.10000000000238,1.0000005816081325,1.0,0.07999990694276646,1,1,1
161.1500000000024,1.000000579870135,1.0,0.07999990722084564,1,1,1
161.2000000000024,1.0000005781373311,1.0,0.07999990749809385,1,1,1
161.25000000000242,1.0000005764097053,1.0,0.0799999077745136,1,1,1
161.30000000000243,1.0000005746872422,1.0,0.07999990805010732,1,1,1
161.35000000000244,1.0000005729699262,1.0,0.07999990832487747,1,1,1
161.40000000000245,1.0000005712577418,1.0,0.07999990859882658,1,1,1
161.45000000000246,1.000000569550674,1.0,0.07999990887195704,1,1,1
161.50000000000247,1.0000005678487074,1.0,0.07999990914427131,1,1,1
161.55000000000248,1.0000005661518265,1.0,0.07999990941577186,1,1,1
161.6000000000025,1.0000005644600165,1.0,0.07999990968646108,1,1,1
161.6500000000025,1.0000005627732622,1.0,0.07999990995634139,1,1,1
161.70000000000252,1.0000005610915481,1.0,0.07999991022541526,1,1,1
161.75000000000253,1.0000005594148595,1.0,0.07999991049368504,1,1,1
161.80000000000254,1.0000005577431814,1.0,0.07999991076115319,1,1,1
161.85000000000255,1.0000005560764986,1.0,0.07999991102782207,1,1,1
161.90000000000256,1.0000005544147963,1.0,0.07999991129369406,1,1,1
161.95000000000258,1.0000005527580598,1.0,0.07999991155877155,1,1,1
162.0000000000026,1.0000005511062737,1.0,0.07999991182305695,1,1,1
162.0500000000026,1.0000005494594237,1.0,0.07999991208655258,1,1,1
162.1000000000026,1.000000547817495,1.0,0.07999991234926082,1,1,1
162.15000000000262,1.0000005461804728,1.0,0.07999991261118403,1,1,1
162.20000000000263,1.0000005445483424,1.0,0.07999991287232451,1,1,1
162.25000000000264,1.0000005429210892,1.0,0.07999991313268467,1,1,1
162.30000000000265,1.0000005412986988,1.0,0.07999991339226681,1,1,1
162.35000000000267,1.0000005396811564,1.0,0.07999991365107324,1,1,1
162.40000000000268,1.0000005380684476,1.0,0.07999991390910628,1,1,1
162.4500000000027,1.000000536460558,1.0,0.07999991416636827,1,1,1
162.5000000000027,1.0000005348574734,1.0,0.07999991442286147,1,1,1
162.5500000000027,1.000000533259179,1.0,0.07999991467858823,1,1,1
162.60000000000272,1.0000005316656608,1.0,0.0799999149335508,1,1,1
162.65000000000273,1.0000005300769046,1.0,0.07999991518775146,1,1,1
162.70000000000275,1.000000528492896,1.0,0.07999991544119253,1,1,1
162.75000000000276,1.0000005269136205,1.0,0.07999991569387625,1,1,1
162.80000000000277,1.0000005253390645,1.0,0.0799999159458049,1,1,1
162.85000000000278,1.0000005237692138,1.0,0.07999991619698067,1,1,1
162.9000000000028,1.000000522204054,1.0,0.07999991644740591,1,1,1
162.9500000000028,1.0000005206435714,1.0,0.0799999166970828,1,1,1
163.0000000000028,1.000000519087752,1.0,0.07999991694601359,1,1,1
163.05000000000283,1.0000005175365816,1.0,0.0799999171942005,1,1,1
163.10000000000284,1.0000005159900467,1.0,0.07999991744164578,1,1,1
163.15000000000285,1.0000005144481332,1.0,0.07999991768835162,1,1,1
163.20000000000286,1.0000005129108274,1.0,0.07999991793432024,1,1,1
163.25000000000287,1.0000005113781154,1.0,0.07999991817955385,1,1,1
163.30000000000288,1.0000005098499836,1.0,0.07999991842405463,1,1,1
163.3500000000029,1.000000508326418,1.0,0.07999991866782478,1,1,1
163.4000000000029,1.0000005068074056,1.0,0.07999991891086648,1,1,1
163.45000000000292,1.0000005052929322,1.0,0.07999991915318193,1,1,1
163.50000000000293,1.0000005037829844,1.0,0.07999991939477326,1,1,1
163.55000000000294,1.0000005022775487,1.0,0.07999991963564267,1,1,1
163.60000000000295,1.0000005007766117,1.0,0.07999991987579227,1,1,1
163.65000000000296,1.00000049928016,1.0,0.07999992011522425,1,1,1
163.70000000000297,1.00000049778818,1.0,0.07999992035394075,1,1,1
163.75000000000298,1.0000004963006583,1.0,0.07999992059194393,1,1,1
163.800000000003,1.000000494817582,1.0,0.07999992082923586,1,1,1
163.850000000003,1.0000004933389373,1.0,0.07999992106581871,1,1,1
163.90000000000302,1.0000004918647112,1.0,0.0799999213016946,1,1,1
163.95000000000303,1.0000004903948905,1.0,0.07999992153686562,1,1,1
164.00000000000304,1.000000488929462,1.0,0.07999992177133389,1,1,1
164.05000000000305,1.0000004874684125,1.0,0.07999992200510153,1,1,1
164.10000000000306,1.000000486011729,1.0,0.07999992223817058,1,1,1
164.15000000000308,1.0000004845593988,1.0,0.07999992247054315,1,1,1
164.2000000000031,1.0000004831114082,1.0,0.07999992270222137,1,1,1
164.2500000000031,1.0000004816677446,1.0,0.07999992293320726,1,1,1
164.3000000000031,1.000000480228395,1.0,0.0799999231635029,1,1,1
164.35000000000312,1.0000004787933467,1.0,0.07999992339311036,1,1,1
164.40000000000313,1.0000004773625868,1.0,0.07999992362203169,1,1,1
164.45000000000314,1.000000475936102,1.0,0.07999992385026897,1,1,1
164.50000000000315,1.0000004745138804,1.0,0.07999992407782418,1,1,1
164.55000000000317,1.0000004730959084,1.0,0.07999992430469942,1,1,1
164.60000000000318,1.0000004716821738,1.0,0.0799999245308967,1,1,1
164.6500000000032,1.000000470272664,1.0,0.07999992475641801,1,1,1
164.7000000000032,1.0000004688673658,1.0,0.07999992498126543,1,1,1
164.7500000000032,1.0000004674662673,1.0,0.07999992520544094,1,1,1
164.80000000000322,1.0000004660693553,1.0,0.07999992542894659,1,1,1
164.85000000000323,1.0000004646766179,1.0,0.07999992565178432,1,1,1
164.90000000000325,1.0000004632880424,1.0,0.07999992587395616,1,1,1
164.95000000000326,1.0000004619036162,1.0,0.07999992609546408,1,1,1
165.00000000000327,1.000000460523327,1.0,0.07999992631631009,1,1,1
165.05000000000328,1.0000004591471627,1.0,0.07999992653649612,1,1,1
165.1000000000033,1.0000004577751105,1.0,0.07999992675602423,1,1,1
165.1500000000033,1.0000004564071585,1.0,0.0799999269748963,1,1,1
165.2000000000033,1.0000004550432942,1.0,0.07999992719311434,1,1,1
165.25000000000333,1.0000004536835054,1.0,0.07999992741068031,1,1,1
165.30000000000334,1.0000004523277803,1.0,0.07999992762759606,1,1,1
165.35000000000335,1.0000004509761062,1.0,0.07999992784386367,1,1,1
165.40000000000336,1.0000004496284713,1.0,0.07999992805948501,1,1,1
165.45000000000337,1.0000004482848637,1.0,0.079999928274462,1,1,1
165.50000000000338,1.0000004469452708,1.0,0.07999992848879663,1,1,1
165.5500000000034,1.0000004456096812,1.0,0.07999992870249073,1,1,1
165.6000000000034,1.0000004442780825,1.0,0.07999992891554626,1,1,1
165.65000000000342,1.0000004429504632,1.0,0.07999992912796514,1,1,1
165.70000000000343,1.0000004416268111,1.0,0.07999992933974924,1,1,1
165.75000000000344,1.0000004403071143,1.0,0.07999992955090048,1,1,1
165.80000000000345,1.0000004389913613,1.0,0.07999992976142074,1,1,1
165.85000000000346,1.00000043767954,1.0,0.07999992997131193,1,1,1
165.90000000000347,1.0000004363716386,1.0,0.07999993018057591,1,1,1
165.95000000000348,1.0000004350676457,1.0,0.07999993038921455,1,1,1
166.0000000000035,1.0000004337675494,1.0,0.07999993059722972,1,1,1
166.0500000000035,1.0000004324713383,1.0,0.07999993080462328,1,1,1
166.10000000000352,1.0000004311790005,1.0,0.0799999310113971,1,1,1
166.15000000000353,1.0000004298905245,1.0,0.07999993121755304,1,1,1
166.20000000000354,1.000000428605899,1.0,0.0799999314230929,1,1,1
166.25000000000355,1.0000004273251122,1.0,0.07999993162801859,1,1,1
166.30000000000356,1.0000004260481525,1.0,0.07999993183233188,1,1,1
166.35000000000358,1.000000424775009,1.0,0.07999993203603464,1,1,1
166.4000000000036,1.0000004235056699,1.0,0.07999993223912868,1,1,1
166.4500000000036,1.0000004222401238,1.0,0.07999993244161586,1,1,1
166.5000000000036,1.0000004209783595,1.0,0.07999993264349792,1,1,1
166.55000000000362,1.0000004197203658,1.0,0.07999993284477672,1,1,1
166.60000000000363,1.0000004184661313,1.0,0.07999993304545401,1,1,1
166.65000000000364,1.0000004172156447,1.0,0.07999993324553166,1,1,1
166.70000000000366,1.0000004159688949,1.0,0.07999993344501141,1,1,1
166.75000000000367,1.0000004147258708,1.0,0.07999993364389507,1,1,1
166.80000000000368,1.0000004134865612,1.0,0.07999993384218441,1,1,1
166.8500000000037,1.000000412250955,1.0,0.0799999340398812,1,1,1
166.9000000000037,1.0000004110190408,1.0,0.07999993423698726,1,1,1
166.9500000000037,1.0000004097908082,1.0,0.07999993443350428,1,1,1
167.00000000000372,1.0000004085662457,1.0,0.07999993462943408,1,1,1
167.05000000000373,1.0000004073453426,1.0,0.07999993482477837,1,1,1
167.10000000000375,1.0000004061280878,1.0,0.07999993501953892,1,1,1
167.15000000000376,1.0000004049144706,1.0,0.0799999352137175,1,1,1
167.20000000000377,1.00000040370448,1.0,0.07999993540731579,1,1,1
167.25000000000378,1.000000402498105,1.0,0.07999993560033558,1,1,1
167.3000000000038,1.0000004012953352,1.0,0.07999993579277857,1,1,1
167.3500000000038,1.0000004000961595,1.0,0.0799999359846465,1,1,1
167.4000000000038,1.0000003989005672,1.0,0.07999993617594109,1,1,1
167.45000000000383,1.0000003977085477,1.0,0.07999993636666401,1,1,1
167.50000000000384,1.00000039652009,1.0,0.07999993655681702,1,1,1
167.55000000000385,1.0000003953351841,1.0,0.0799999367464018,1,1,1
167.60000000000386,1.000000394153819,1.0,0.07999993693542004,1,1,1
167.65000000000387,1.000000392975984,1.0,0.07999993712387346,1,1,1
167.70000000000388,1.0000003918016684,1.0,0.07999993731176375,1,1,1
167.7500000000039,1.0000003906308623,1.0,0.07999993749909255,1,1,1
167.8000000000039,1.000000389463555,1.0,0.07999993768586156,1,1,1
167.85000000000392,1.0000003882997357,1.0,0.07999993787207245,1,1,1
167.90000000000393,1.000000387139394,1.0,0.07999993805772691,1,1,1
167.95000000000394,1.0000003859825202,1.0,0.07999993824282657,1,1,1
168.00000000000395,1.000000384829103,1.0,0.07999993842737313,1,1,1
168.05000000000396,1.0000003836791327,1.0,0.0799999386113682,1,1,1
168.10000000000397,1.000000382532599,1.0,0.07999993879481344,1,1,1
168.15000000000398,1.000000381389491,1.0,0.07999993897771052,1,1,1
168.200000000004,1.0000003802497992,1.0,0.07999993916006105,1,1,1
168.250000000004,1.000000379113513,1.0,0.07999993934186667,1,1,1
168.30000000000402,1.0000003779806224,1.0,0.07999993952312899,1,1,1
168.35000000000403,1.0000003768511172,1.0,0.07999993970384965,1,1,1
168.40000000000404,1.0000003757249871,1.0,0.07999993988403029,1,1,1
168.45000000000405,1.0000003746022224,1.0,0.0799999400636725,1,1,1
168.50000000000406,1.0000003734828127,1.0,0.07999994024277789,1,1,1
168.55000000000408,1.0000003723667479,1.0,0.07999994042134806,1,1,1
168.6000000000041,1.0000003712540184,1.0,0.07999994059938463,1,1,1
168.6500000000041,1.000000370144614,1.0,0.07999994077688917,1,1,1
168.7000000000041,1.0000003690385249,1.0,0.07999994095386329,1,1,1
168.75000000000412,1.0000003679357408,1.0,0.07999994113030855,1,1,1
168.80000000000413,1.0000003668362523,1.0,0.07999994130622655,1,1,1
168.85000000000414,1.0000003657400494,1.0,0.07999994148161885,1,1,1
168.90000000000416,1.000000364647122,1.0,0.07999994165648706,1,1,1
168.95000000000417,1.0000003635574608,1.0,0.0799999418308327,1,1,1
169.00000000000418,1.0000003624710558,1.0,0.07999994200465735,1,1,1
169.0500000000042,1.0000003613878972,1.0,0.07999994217796258,1,1,1
169.1000000000042,1.0000003603079752,1.0,0.07999994235074993,1,1,1
169.1500000000042,1.0000003592312805,1.0,0.07999994252302094,1,1,1
169.20000000000422,1.0000003581578032,1.0,0.07999994269477714,1,1,1
169.25000000000423,1.0000003570875338,1.0,0.07999994286602011,1,1,1
169.30000000000425,1.0000003560204624,1.0,0.07999994303675136,1,1,1
169.35000000000426,1.00000035495658,1.0,0.07999994320697242,1,1,1
169.40000000000427,1.0000003538958766,1.0,0.0799999433766848,1,1,1
169.45000000000428,1.0000003528383428,1.0,0.07999994354589006,1,1,1
169.5000000000043,1.0000003517839693,1.0,0.07999994371458967,1,1,1
169.5500000000043,1.0000003507327464,1.0,0.07999994388278518,1,1,1
169.60000000000431,1.000000349684665,1.0,0.07999994405047807,1,1,1
169.65000000000433,1.0000003486397153,1.0,0.07999994421766987,1,1,1
169.70000000000434,1.0000003475978885,1.0,0.07999994438436202,1,1,1
169.75000000000435,1.0000003465591747,1.0,0.07999994455055608,1,1,1
169.80000000000436,1.0000003455235649,1.0,0.07999994471625349,1,1,1
169.85000000000437,1.00000034449105,1.0,0.07999994488145575,1,1,1
169.90000000000438,1.0000003434616203,1.0,0.07999994504616435,1,1,1
169.9500000000044,1.0000003424352668,1.0,0.07999994521038077,1,1,1
170.0000000000044,1.0000003414119802,1.0,0.07999994537410647,1,1,1
170.05000000000442,1.0000003403917517,1.0,0.0799999455373429,1,1,1
170.10000000000443,1.0000003393745718,1.0,0.07999994570009154,1,1,1
170.15000000000444,1.0000003383604317,1.0,0.07999994586235384,1,1,1
170.20000000000445,1.0000003373493218,1.0,0.07999994602413128,1,1,1
170.25000000000446,1.0000003363412335,1.0,0.07999994618542526,1,1,1
170.30000000000447,1.0000003353361577,1.0,0.07999994634623726,1,1,1
170.35000000000448,1.0000003343340853,1.0,0.0799999465065687,1,1,1
170.4000000000045,1.0000003333350072,1.0,0.07999994666642106,1,1,1
170.4500000000045,1.0000003323389148,1.0,0.07999994682579573,1,1,1
170.50000000000452,1.0000003313457988,1.0,0.07999994698469413,1,1,1
170.55000000000453,1.0000003303556506,1.0,0.07999994714311771,1,1,1
170.60000000000454,1.0000003293684612,1.0,0.07999994730106791,1,1,1
170.65000000000455,1.0000003283842218,1.0,0.07999994745854608,1,1,1
170.70000000000456,1.0000003274029237,1.0,0.07999994761555365,1,1,1
