t,deltaT,deltaTdot
0.05,9.998926277237052e-07,-4.223824329612145e-09
0.1,9.995848264298124e-07,-8.025700046155413e-09
0.15000000000000002,9.990962239285828e-07,-1.1463022480353134e-08
0.2,9.984438358124172e-07,-1.4583162181080081e-08
0.25,9.976425138257071e-07,-1.7425516179308022e-08
0.3,9.96705303880747e-07,-2.0023087088686475e-08
0.35,9.956437342132607e-07,-2.240371010178013e-08
0.39999999999999997,9.944680490343502e-07,-2.4591014657741852e-08
0.44999999999999996,9.931873993033858e-07,-2.660518422157547e-08
0.49999999999999994,9.918099995043384e-07,-2.8463561051290818e-08
0.5499999999999999,9.903432572725953e-07,-3.018113093627692e-08
0.6,9.887938811937093e-07,-3.1770914258794644e-08
0.65,9.871679709416579e-07,-3.32442834028184e-08
0.7000000000000001,9.854710930440307e-07,-3.46112218516159e-08
0.7500000000000001,9.837083448848055e-07,-3.588053681892302e-08
0.8000000000000002,9.818844090310676e-07,-3.706003462582869e-08
0.8500000000000002,9.800035995609427e-07,-3.815666603736774e-08
0.9000000000000002,9.78069901748687e-07,-3.917664724493405e-08
0.9500000000000003,9.76087006208865e-07,-4.0125561003972956e-08
1.0000000000000002,9.740583383995484e-07,-4.1008441524111176e-08
1.0500000000000003,9.719870842229189e-07,-4.1829845996991764e-08
1.1000000000000003,9.69876212331755e-07,-4.2593915088171994e-08
1.1500000000000004,9.677284936453053e-07,-4.330442427808023e-08
1.2000000000000004,9.65546518492796e-07,-4.396482758655257e-08
1.2500000000000004,9.633327117332708e-07,-4.457829493569037e-08
1.3000000000000005,9.610893461434854e-07,-4.514774418130512e-08
1.3500000000000005,9.588185543186997e-07,-4.5675868662245724e-08
1.4000000000000006,9.565223392925064e-07,-4.616516097033201e-08
1.4500000000000006,9.542025840497466e-07,-4.661793352438714e-08
1.5000000000000007,9.518610600798868e-07,-4.7036336434464394e-08
1.5500000000000007,9.494994350959684e-07,-4.742237306248505e-08
1.6000000000000008,9.47119280025613e-07,-4.7777913619745005e-08
1.6500000000000008,9.447220753649322e-07,-4.810470708741692e-08
1.7000000000000008,9.423092169730394e-07,-4.840439170113306e-08
1.7500000000000009,9.398820213737583e-07,-4.867850420327291e-08
1.800000000000001,9.374417306217467e-07,-4.892848803532778e-08
1.850000000000001,9.349895167822983e-07,-4.9155700616568475e-08
1.900000000000001,9.32526486067336e-07,-4.9361419833307565e-08
1.950000000000001,9.300536826643686e-07,-4.954684984460127e-08
2.000000000000001,9.275720922902834e-07,-4.971312629468446e-08
2.0500000000000007,9.250826454976709e-07,-4.9861321009294154e-08
2.1000000000000005,9.225862207578037e-07,-4.999244624191367e-08
2.1500000000000004,9.200836473413289e-07,-5.0107458526535467e-08
2.2,9.175757080151103e-07,-5.020726218552437e-08
2.25,9.150631415713996e-07,-5.0292712534341053e-08
2.3,9.125466452035775e-07,-5.036461881907149e-08
2.3499999999999996,9.100268767410343e-07,-5.042374691774592e-08
2.3999999999999995,9.075044567543182e-07,-5.0470821832191476e-08
2.4499999999999993,9.049799705404354e-07,-5.050652999353559e-08
2.499999999999999,9.024539699971102e-07,-5.053152140137218e-08
2.549999999999999,8.99926975393877e-07,-5.054641161394118e-08
2.5999999999999988,8.973994770470725e-07,-5.055178360438926e-08
2.6499999999999986,8.948719369050875e-07,-5.054818949622007e-08
2.6999999999999984,8.923447900496284e-07,-5.053615218935953e-08
2.7499999999999982,8.898184461182034e-07,-5.051616688681473e-08
2.799999999999998,8.872932906525805e-07,-5.048870253066131e-08
2.849999999999998,8.84769686377556e-07,-5.045420315502325e-08
2.8999999999999977,8.822479744140117e-07,-5.0413089162787525e-08
2.9499999999999975,8.797284754299227e-07,-5.0365758532001765e-08
2.9999999999999973,8.772114907326971e-07,-5.0312587957218467e-08
3.049999999999997,8.746973033059815e-07,-5.0253933930458813e-08
3.099999999999997,8.721861787938451e-07,-5.019013376595921e-08
3.149999999999997,8.696783664350593e-07,-5.0121506572423104e-08
3.1999999999999966,8.671740999500099e-07,-5.004835417611959e-08
3.2499999999999964,8.646735983826266e-07,-4.9970961997840283e-08
3.2999999999999963,8.621770668995639e-07,-4.98895998864399e-08
3.349999999999996,8.596846975487441e-07,-4.9804522911437284e-08
3.399999999999996,8.571966699792493e-07,-4.971597211693761e-08
3.4499999999999957,8.547131521244458e-07,-4.962417523894763e-08
3.4999999999999956,8.522343008501214e-07,-4.9529347387991417e-08
3.5499999999999954,8.497602625693266e-07,-4.943169169878914e-08
3.599999999999995,8.472911738255237e-07,-4.9331399948634826e-08
3.649999999999995,8.448271618455719e-07,-4.922865314599668e-08
3.699999999999995,8.423683450639999e-07,-4.912362209076433e-08
3.7499999999999947,8.399148336199498e-07,-4.901646790747923e-08
3.7999999999999945,8.374667298281118e-07,-4.8907342552805325e-08
3.8499999999999943,8.350241286249071e-07,-4.879638929842631e-08
3.899999999999994,8.325871179911196e-07,-4.8683743190491974e-08
3.949999999999994,8.301557793521211e-07,-4.856953148667801e-08
3.999999999999994,8.277301879567849e-07,-4.845387407187068e-08
4.049999999999994,8.253104132361311e-07,-4.833688385343937e-08
4.099999999999993,8.228965191427024e-07,-4.8218667137015255e-08
4.149999999999993,8.204885644716198e-07,-4.80993239836526e-08
4.199999999999993,8.180866031642325e-07,-4.797894854921093e-08
4.249999999999993,8.15690684595226e-07,-4.7857629406759834e-08
4.299999999999993,8.133008538440207e-07,-4.773544985277426e-08
4.3499999999999925,8.109171519512523e-07,-4.761248819785592e-08
4.399999999999992,8.08539616161089e-07,-4.7488818042686177e-08
4.449999999999992,8.061682801501078e-07,-4.7364508539886555e-08
4.499999999999992,8.038031742434176e-07,-4.7239624642435604e-08
4.549999999999992,8.014443256186853e-07,-4.711422733926429e-08
4.599999999999992,7.99091758498692e-07,-4.698837387862684e-08
4.6499999999999915,7.967454943330144e-07,-4.686211797981961e-08
4.699999999999991,7.944055519694016e-07,-4.67355100337972e-08
4.749999999999991,7.920719478153877e-07,-4.660859729321246e-08
4.799999999999991,7.897446959906581e-07,-4.6481424052385455e-08
4.849999999999991,7.87423808470659e-07,-4.635403181768533e-08
4.899999999999991,7.851092952219181e-07,-4.62264594687891e-08
4.94999999999999,7.82801164329523e-07,-4.6098743411261504e-08
4.99999999999999,7.804994221171775e-07,-4.5970917720881695e-08
5.04999999999999,7.782040732602418e-07,-4.5843014280123914e-08
5.09999999999999,7.759151208921359e-07,-4.5715062907182096e-08
5.14999999999999,7.73632566704471e-07,-4.558709147791115e-08
5.1999999999999895,7.713564110412541e-07,-4.5459126041041516e-08
5.249999999999989,7.690866529874933e-07,-4.5331190927007606e-08
5.299999999999989,7.668232904525148e-07,-4.5203308850715744e-08
5.349999999999989,7.645663202482869e-07,-4.507550100856237e-08
5.399999999999989,7.623157381630309e-07,-4.494778716999921e-08
5.449999999999989,7.600715390303843e-07,-4.482018576392857e-08
5.4999999999999885,7.578337167943682e-07,-4.4692713960198627e-08
5.549999999999988,7.556022645703977e-07,-4.456538774645619e-08
5.599999999999988,7.533771747025597e-07,-4.443822200060217e-08
5.649999999999988,7.511584388173745e-07,-4.431123055908329e-08
5.699999999999988,7.489460478742417e-07,-4.4184426281242636e-08
5.749999999999988,7.467399922127626e-07,-4.4057821109940564e-08
5.799999999999987,7.445402615971219e-07,-4.393142612864743e-08
5.849999999999987,7.423468452576975e-07,-4.380525161519972e-08
5.899999999999987,7.401597319300634e-07,-4.3679307092401486e-08
5.949999999999987,7.379789098915379e-07,-4.35536013756443e-08
5.999999999999987,7.358043669954209e-07,-4.342814261770979e-08
6.0499999999999865,7.3363609070306e-07,-4.3302938350911053e-08
6.099999999999986,7.314740681138714e-07,-4.317799552672082e-08
6.149999999999986,7.293182859934405e-07,-4.305332055302704e-08
6.199999999999986,7.27168730799816e-07,-4.29289193291491e-08
6.249999999999986,7.250253887081065e-07,-4.280479727874102e-08
6.299999999999986,7.228882456334824e-07,-4.268095938070152e-08
6.349999999999985,7.207572872526797e-07,-4.255741019820426e-08
6.399999999999985,7.186324990240973e-07,-4.243415390595595e-08
6.449999999999985,7.165138662065735e-07,-4.2311194315783964e-08
6.499999999999985,7.144013738769229e-07,-4.21885349006499e-08
6.549999999999985,7.122950069463102e-07,-4.206617881718018e-08
6.5999999999999845,7.101947501755324e-07,-4.194412892680004e-08
6.649999999999984,7.081005881892784e-07,-4.1822387815552355e-08
6.699999999999984,7.060125054894275e-07,-4.170095781267851e-08
6.749999999999984,7.039304864674504e-07,-4.157984100803416e-08
6.799999999999984,7.018545154159648e-07,-4.145903926840874e-08
6.849999999999984,6.99784576539503e-07,-4.133855425281374e-08
6.8999999999999835,6.977206539645384e-07,-4.121838742680129e-08
6.949999999999983,6.956627317488197e-07,-4.1098540075870854e-08
6.999999999999983,6.936107938900562e-07,-4.097901331801896e-08
7.049999999999983,6.915648243339963e-07,-4.085980811548345e-08
7.099999999999983,6.89524806981937e-07,-4.0740925285731067e-08
7.149999999999983,6.874907256977036e-07,-4.0622365511734246e-08
7.199999999999982,6.854625643141306e-07,-4.0504129351580475e-08
7.249999999999982,6.834403066390795e-07,-4.0386217247454986e-08
7.299999999999982,6.814239364610211e-07,-4.026862953403531e-08
7.349999999999982,6.794134375542133e-07,-4.015136644633387e-08
7.399999999999982,6.774087936834985e-07,-4.0034428127022785e-08
7.4499999999999815,6.754099886087482e-07,-3.9917814633273014e-08
7.499999999999981,6.734170060889764e-07,-3.980152594313808e-08
7.549999999999981,6.714298298861448e-07,-3.968556196151085e-08
7.599999999999981,6.694484437686809e-07,-3.9569922525680186e-08
7.649999999999981,6.674728315147264e-07,-3.945460741051264e-08
7.699999999999981,6.655029769151369e-07,-3.933961633328289e-08
7.7499999999999805,6.635388637762471e-07,-3.9224948958175256e-08
7.79999999999998,6.615804759224197e-07,-3.9110604900477144e-08
7.84999999999998,6.596277971983913e-07,-3.8996583730484236e-08
7.89999999999998,6.576808114714302e-07,-3.8882884977135826e-08
7.94999999999998,6.557395026333188e-07,-3.876950813139769e-08
7.99999999999998,6.538038546021722e-07,-3.865645264940886e-08
8.04999999999998,6.518738513241063e-07,-3.8543717955407593e-08
8.09999999999998,6.499494767747634e-07,-3.843130344445088e-08
8.14999999999998,6.480307149607077e-07,-3.8319208484941107e-08
8.199999999999982,6.461175499206989e-07,-3.8207432420972375e-08
8.249999999999982,6.44209965726852e-07,-3.809597457450854e-08
8.299999999999983,6.423079464856934e-07,-3.7984834247403923e-08
8.349999999999984,6.404114763391181e-07,-3.7874010723277346e-08
8.399999999999984,6.385205394652584e-07,-3.776350326924908e-08
8.449999999999985,6.366351200792681e-07,-3.7653311137550054e-08
8.499999999999986,6.347552024340284e-07,-3.754343356701183e-08
8.549999999999986,6.328807708207842e-07,-3.743386978444545e-08
8.599999999999987,6.310118095697117e-07,-3.732461900591661e-08
8.649999999999988,6.291483030504271e-07,-3.721568043792439e-08
8.699999999999989,6.272902356724361e-07,-3.710705327848998e-08
8.74999999999999,6.254375918855335e-07,-3.699873671816168e-08
8.79999999999999,6.235903561801528e-07,-3.689072994094201e-08
8.84999999999999,6.21748513087672e-07,-3.6783032125142146e-08
8.899999999999991,6.19912047180678e-07,-3.6675642444169065e-08
8.949999999999992,6.180809430731943e-07,-3.6568560067249804e-08
8.999999999999993,6.162551854208722e-07,-3.646178416009749e-08
9.049999999999994,6.144347589211517e-07,-3.635531388552315e-08
9.099999999999994,6.126196483133918e-07,-3.624914840399727e-08
9.149999999999995,6.108098383789752e-07,-3.6143286874164564e-08
9.199999999999996,6.090053139413871e-07,-3.603772845331547e-08
9.249999999999996,6.072060598662725e-07,-3.593247229781744e-08
9.299999999999997,6.054120610614717e-07,-3.5827517563508934e-08
